O,P
,
,
,0.0
,
,
,
,
,
,
,
,
,
,
,
3.0,
,
,
,1.0
1.0,
4.0,0.0
,
1.0,
,
,
,
,
,0.0
,0.0
4.0,
5.0,
,
,
4.0,
,
,1.0
,
1.0,
,
,
,
,
,0.0
3.0,
,
,
,
4.0,0.0
,
,
3.0,
4.0,
,
,
,0.0
,
,
3.0,
2.0,
,
,
1.0,
,
,
,
,
,0.0
,
,
,
3.0,
,
,0.0
1.0,
,
,
,0.0
,
,1.0
4.0,
,
,
,
,0.0
,
4.0,
,
,
,
,
,0.0
,
,
,
,
,0.0
,1.0
,
,
,
4.0,0.0
,
,
8.0,
,0.0
1.0,
3.0,
2.0,
,1.0
,
,
4.0,
,
,
,
,
,
,
,
,
,
,0.0
,
,0.0
,
2.0,
,0.0
,0.0
,
,
,
,
,
,
4.0,1.0
3.0,
3.0,
,
,0.0
,
,
,
,
,0.0
,0.0
,
,
,
,
,
4.0,
,
,
,
1.0,
6.0,
,
,
,
,
,0.0
,
,
,
,1.0
,0.0
,
2.0,
,
,
,
,
,
4.0,0.0
1.0,
,
,
,0.0
,
,1.0
,
,0.0
,
,
,
,
,
,
,
,
,0.0
,0.0
,
4.0,
,
,
,
,
,0.0
2.0,
,0.0
,
,
,
,0.0
2.0,
,
7.0,0.0
,
,
2.0,0.0
,
,
,
,0.0
,1.0
,
,0.0
,
,
,
,0.0
,
,0.0
1.0,
,
,
4.0,
,
4.0,
,0.0
,1.0
,
,1.0
,
3.0,
,0.0
,0.0
,
,
,
,
,0.0
,
,
,
,0.0
,
,
,
4.0,
4.0,
,
,
,
,0.0
,
3.0,
,
,
,0.0
,
,0.0
3.0,
,
,
,
,
1.0,
,
,
,
,
,
,0.0
,0.0
,
,
,
,
,
,
3.0,0.0
,
,
,
3.0,0.0
2.0,
,
,
,
,
,
,
,
,
,
,0.0
4.0,
,1.0
,0.0
,
,0.0
,
,0.0
2.0,
8.0,
,
,
,
,
,
,
,
,
3.0,1.0
,
,
,
,
,
,0.0
,
,
,
3.0,
,
,
1.0,
,
,
,
,
,
,
,
3.0,
,
,1.0
,
,
,
,
2.0,
11.0,
,
2.0,
,
,0.0
,
,1.0
,0.0
,
,
,0.0
,
,
21.0,
2.0,
,
4.0,
,
1.0,
4.0,
,0.0
1.0,0.0
,
,
,0.0
,
,
,
,
3.0,
,0.0
,
,
,
3.0,
,
,
,
,
,
,
,
,1.0
2.0,
,
,
,0.0
3.0,
,
,
,
,
,0.0
,
,1.0
4.0,
,
3.0,
,
,
4.0,
,0.0
,
,
,
,
,
,
,0.0
,
,
,
3.0,0.0
9.0,
,0.0
,0.0
,
,
,
,
,
,
91.0,1.0
,0.0
,0.0
,
,
4.0,
,
,
,
8.0,
,0.0
3.0,
,
,
,
,
,0.0
,
,
,
,0.0
,
7.0,
,0.0
,
,
,
,0.0
,
,0.0
,
,
,
,
,
,
3.0,
4.0,
4.0,
,
,
10.0,
,
,0.0
,0.0
,
,
1.0,0.0
,
,
4.0,
,
,
,
4.0,
,
3.0,0.0
,
1.0,
,
,
,
5.0,
,
,
,0.0
,
,
,
,
,
,
,
,0.0
,
,
,
,
,0.0
,0.0
,
,
,
3.0,
,
1.0,
,
,0.0
,
,
,
,0.0
,
1.0,0.0
,0.0
,
,
1.0,0.0
,
,
,
,
5.0,
,
,
,0.0
7.0,
3.0,0.0
,
,
,
,
,
,
,
,
,
2.0,
4.0,0.0
,
3.0,0.0
,
,
1.0,1.0
,
,
,
,
,1.0
,
,
7.0,
,
,0.0
,
1.0,
15.0,
3.0,0.0
,
,
,
1.0,
4.0,0.0
,
,
,
,0.0
,0.0
,
,
,1.0
2.0,
,
2.0,0.0
22.0,1.0
,0.0
,
,0.0
,
,
,0.0
,
3.0,
,
,
,
,0.0
,0.0
,
,
,
4.0,
,
,
,
,
,
,0.0
2.0,
,
,
,
,
,
,
,
,
,0.0
,
,
1.0,
,
,
,0.0
,
,
,0.0
,
,
,0.0
,
,
,
,
,
,0.0
11.0,
,
3.0,
6.0,
,
,
,
,
,
3.0,
,
,
,
1.0,
,
,
,1.0
,0.0
4.0,
,
,
,0.0
,
,
,
3.0,
,
,
,
,
4.0,0.0
,
2.0,
7.0,
,
,
,
,0.0
,
,
,0.0
3.0,
,
,
,
4.0,
,0.0
,
,
,
,
,
4.0,0.0
,
,
,
,
,0.0
1.0,
,
,
,
3.0,1.0
,0.0
,
,
3.0,
4.0,
,1.0
,1.0
,
,
,
2.0,
,
,
,0.0
,
,0.0
,0.0
,
,
,0.0
,
,
8.0,
2.0,
,
4.0,
,
,
,
,
,
,0.0
2.0,1.0
,
,
,0.0
,
,1.0
4.0,
,
,
,
,0.0
,
,1.0
,
,0.0
1.0,
,0.0
,
,
,
,
,
1.0,0.0
,0.0
,
,0.0
1.0,
,
,
,
,
,
,
,
,
,0.0
,1.0
1.0,1.0
,
,
,
,
,
2.0,0.0
,
1.0,
,
,0.0
,
,
2.0,
,
,
,0.0
,
,
,0.0
,1.0
,0.0
,
,
1.0,
,1.0
,
,
,
,
,
,
,1.0
,0.0
,
3.0,0.0
1.0,
,
3.0,0.0
,0.0
,
,
,
,
,1.0
,
,
,
,
3.0,
,
,0.0
,0.0
,
,0.0
,
3.0,
,
,
,
,
,
3.0,
,
,
,1.0
,
,
,
,
4.0,
,
2.0,
,
4.0,
,
,
,
,
,0.0
3.0,0.0
3.0,
,
,
1.0,1.0
,
,
1.0,
,
,
,
,1.0
,
1.0,
,
,
,
2.0,
,
,
,
,
,
,
,0.0
,
,
,
,0.0
2.0,
,1.0
,
,
4.0,
1.0,0.0
,0.0
,0.0
,
,
5.0,
,
6.0,0.0
4.0,
,
,
,0.0
,
,
,
1.0,
,0.0
2.0,0.0
,
,0.0
,
,0.0
2.0,
,
,
,
,
,
,
,
,
,0.0
,1.0
3.0,
,
,
3.0,1.0
,
11.0,
3.0,
,
2.0,0.0
,
,
,
,
,
,
,
,0.0
,
12.0,
1.0,0.0
,
,
,1.0
,0.0
,
,0.0
,
,0.0
,
,0.0
,
,
,
,
,
,
,
,
,
,
2.0,0.0
,
,
,
,
,
,
,
,
,
,
,
,
,0.0
,
,
,
7.0,
,0.0
4.0,
2.0,0.0
,
4.0,
,
,
,
,
,
,0.0
,
,
,
,
5.0,
,
,
,
2.0,
,
,
,
,
3.0,
4.0,0.0
,
2.0,
,
,
,
,
,0.0
1.0,
,
,
,
,
1.0,
,
,
,
,
3.0,0.0
3.0,
,
,
,
,0.0
,0.0
,
,
,
,0.0
,
,1.0
,0.0
,0.0
,
,
,
,
,
,0.0
,
,
,0.0
,
,
,0.0
,
,
,
,
,
,
,0.0
,
3.0,
2.0,
,
,
2.0,
1.0,
,0.0
,
4.0,
3.0,
2.0,
,0.0
,
,
1.0,
1.0,
,0.0
,
,
,
,
,
,
1.0,1.0
,0.0
,
,
,1.0
4.0,
,
,1.0
,
2.0,
,
,
,
,0.0
,
,
,
,
4.0,0.0
,
3.0,
,
,0.0
,
,
,0.0
,
,
,0.0
,
,
,
,0.0
3.0,
,
,
,1.0
,
,1.0
,
3.0,0.0
,0.0
,
,0.0
,
6.0,
3.0,1.0
,
,
,
5.0,
,
,
,
,
,
,
11.0,
9.0,
,0.0
,
,
,0.0
,
,
2.0,
,
,
,0.0
,
,0.0
,
1.0,0.0
,
,0.0
,
2.0,
,
,
,0.0
,
4.0,
,
,0.0
,
,
4.0,
,
,
4.0,
,
1.0,0.0
3.0,0.0
6.0,
1.0,
,0.0
5.0,
,
,
,
4.0,
,
,
,
,
,
,
,
,0.0
,
,
,
,
4.0,
,
,
5.0,
4.0,
2.0,
3.0,
4.0,
3.0,
3.0,
,
,
1.0,
,0.0
,
,
,
,
,
,
,
1.0,
3.0,
,1.0
3.0,
,
,
,
3.0,
,0.0
,
,
,
2.0,
,1.0
,
,
,
,
,
,
,
,
,1.0
1.0,
,
,
,0.0
,
,
,
,
,1.0
,1.0
2.0,
,
,0.0
,
,
3.0,0.0
,
,
4.0,
,
,
,
,
,
,
,
,1.0
,
,0.0
,
,
,
4.0,
,
,0.0
,
,1.0
,
1.0,
2.0,
,
1.0,
,
,0.0
,1.0
,
,0.0
,0.0
,
,
,
,
,
,
,
,0.0
,
,
,1.0
,
4.0,0.0
,
,
1.0,
,
4.0,
3.0,
,
,0.0
,
,
,
,
2.0,
,
,0.0
3.0,
,
,1.0
,
,
2.0,
4.0,
,
1.0,
,
4.0,
,
,
,
,
,
,
2.0,
,
,
,0.0
,
4.0,
,
5.0,
,
,
,
,
,1.0
3.0,
,
,
1.0,
,
,0.0
,
,0.0
,
,0.0
,0.0
2.0,
,
,
2.0,
,
,0.0
,
,
1.0,
,
159.0,
,
,1.0
,
,0.0
,
,
,
4.0,
,
,
1.0,
2.0,
4.0,
,
,
,
,
,
1.0,
,
,
,0.0
,
2.0,
,0.0
,
,
,1.0
,
,1.0
,
,
,
,
4.0,
,
,0.0
,
,
,
,
1.0,
,
,
1.0,0.0
,
,
,
,
,
,0.0
,
,0.0
,
,
,1.0
,0.0
,
,
,
,
5.0,
,
,
26.0,
3.0,
4.0,
,
3.0,
,
5.0,0.0
3.0,
,
,0.0
,
,
,
2.0,0.0
,
1.0,0.0
,
,
,
,
,
,
,0.0
,
2.0,
2.0,0.0
,
,
1.0,
,
4.0,
,
,
,1.0
,
,
,
2.0,
,
,
,
1.0,1.0
3.0,
,
,0.0
,
3.0,0.0
3.0,
,
,
,0.0
,
,
,
,
4.0,
,
4.0,
,
,
,
,0.0
,
,0.0
,0.0
,
,
,
,
,
3.0,
,1.0
,
,
,
,0.0
,
,0.0
,
,
,
,
1.0,
,0.0
,
,
,
,
,
,
,
,
,0.0
,
,
,0.0
,
,0.0
,
,
,
1.0,
,
,0.0
4.0,
1.0,
,
,
,
2.0,
,
,0.0
,
,
,1.0
,
,
,
,
,
,0.0
,
3.0,
,
,0.0
,
,
,
,
7.0,
,
,0.0
,
,1.0
,
,0.0
,0.0
,0.0
,
3.0,
,
,
4.0,
,
5.0,
3.0,
2.0,1.0
,
3.0,0.0
,1.0
,
,
,0.0
,
,
,1.0
,
3.0,
3.0,0.0
,
,0.0
,
,
,1.0
,
,
2.0,1.0
,
,
,0.0
,
,0.0
,
,
,
,
,1.0
,1.0
,
,0.0
,
,1.0
,
,0.0
,
,
,
,
3.0,
,
,
,
,0.0
,0.0
3.0,
3.0,0.0
,1.0
,
3.0,
3.0,
10.0,
,
3.0,
,
,
3.0,
1.0,1.0
4.0,1.0
,
2.0,
,
,
,
,0.0
7.0,
,
,
,
,
,
,
,
6.0,
,
,
,
,
,
,
,0.0
,
,0.0
2.0,
,0.0
,
,
,0.0
,
,
1.0,
,
2.0,
,
,
,
,
,
4.0,
,0.0
2.0,
3.0,
,
,
,
,0.0
,
,
,
2.0,
,
,
,
4.0,
8.0,
,
,
3.0,
,
,
,
,
,
4.0,
,
,
,
3.0,
4.0,
,
3.0,0.0
,
,
4.0,
5.0,
,
,
,
,
,0.0
,1.0
,
,
3.0,
,
2.0,
,
,
,0.0
,
,
,
,
5.0,
,1.0
1.0,
1.0,
,
,
,
,0.0
3.0,1.0
,
,
,
,
,
,
,
,
,0.0
,1.0
,1.0
,
,
1.0,
1.0,0.0
,
5.0,
,
,1.0
,
,
,
,
,
,
,
,
,
2.0,
,
,
,0.0
2.0,
,
5.0,
,
,
,
2.0,
,
3.0,0.0
,
,
,
,
,1.0
3.0,
,
,0.0
,
,
,
,
,1.0
,
1.0,
,
,
,0.0
,0.0
,0.0
,
,
,
4.0,
,
2.0,
,
,0.0
3.0,
,
2.0,
,
,0.0
,
,
4.0,
,
,0.0
1.0,0.0
,
,0.0
,
,
,
,
4.0,
,
2.0,
,0.0
35.0,
,0.0
,
,
,
,
,
,
4.0,
,
,
2.0,
,
,0.0
,
1.0,
,
,
,0.0
,
,
,
,
,
4.0,
,
,1.0
,0.0
,
4.0,
,0.0
,0.0
,
,
,
2.0,
3.0,
,1.0
3.0,
3.0,
,
,
,
,
,
,
,0.0
,
,
,
,
,
,
,
,
3.0,
3.0,
,
,0.0
4.0,
,
,1.0
,
,
,
,
,
,
,
,
,
,0.0
,
,0.0
2.0,
,
,
,
2.0,
1.0,
9.0,0.0
2.0,
,
,0.0
,
,
4.0,
1.0,
,
,
,0.0
,
,0.0
1.0,0.0
,0.0
,
4.0,
,0.0
,
,
,0.0
,
,0.0
,
,
,
,
5.0,
6.0,
,
,
,0.0
,
,
,
4.0,0.0
,0.0
,
,
,
1.0,
,
,
,
,
3.0,
,
,
3.0,
4.0,0.0
3.0,
,
1.0,
,0.0
,1.0
,0.0
,
,
,
3.0,
,1.0
,
,
,
4.0,
,
,
,
,
,
3.0,
,
4.0,
4.0,
,
,
,0.0
,
,
,
74.0,
,1.0
,
,
4.0,
,
,
1.0,
,
2.0,0.0
,
,
,
,
,
,0.0
,
3.0,
,
3.0,
,
,
,
,
,
,
,0.0
,0.0
,1.0
,
,
,
,
,
,
,
,0.0
,
3.0,
,0.0
,
,
,
,
,
,
,
,
,
,
,
,
1.0,
,
,0.0
,
,
,
,
,
,
,
3.0,
2.0,
,
,
,
,
,
,
,0.0
23.0,
1.0,
2.0,
,
,
,
,
,
,0.0
,
,
4.0,
,
,0.0
,1.0
,
,
,
,
,
,
,
,
,
2.0,0.0
,
,
,
4.0,
,
4.0,
,1.0
,
,
,
,
,0.0
,
,
,
,
3.0,
,1.0
4.0,1.0
,
,
,
1.0,
,1.0
,
,0.0
,
,
,
,
,0.0
,
2.0,
,
,
,
,
4.0,
1.0,
,
,
,
,
,
4.0,
,
,
,
,
2.0,
,
,
,
,0.0
,
,0.0
1.0,
,1.0
,
,
2.0,
1.0,
,
,
,
1.0,0.0
2.0,
3.0,0.0
,
,
,
4.0,0.0
,
1.0,
,
,
1.0,
,
2.0,
,
,
29.0,
,0.0
,
,
,0.0
,
,0.0
,0.0
,0.0
,
4.0,
,
,1.0
,
,
,
,
,
,
,
,
,
4.0,
,0.0
,
,0.0
4.0,
,
,
,1.0
,
,
,
,0.0
,
,
2.0,
,
,
,
,
13.0,
,
,
,
4.0,
4.0,
,0.0
,
,
,
,
2.0,
2.0,
,
,
4.0,
,1.0
2.0,
,
,
,0.0
,
,
,
1.0,
,
,
,0.0
,
,0.0
,0.0
,
2.0,
,
,0.0
,
,
1.0,
,
,
,
,
,
,
,0.0
,
,0.0
,
3.0,
,
2.0,
1.0,
,
,
,
,
1.0,
,
,
1.0,
2.0,
,
,
,1.0
,
,
,
,
,
,
,
2.0,
,0.0
,
,
,0.0
,
,
,
,
,
,
,
3.0,
,
,
2.0,
,
,
,
,
,
1.0,0.0
,0.0
,
,
,0.0
2.0,
,
,
,
,
3.0,
,
,
,
,
,
,
,
2.0,
,
,0.0
,
1.0,0.0
1.0,
,
,0.0
,
,
,1.0
1.0,
,
,0.0
2.0,
,0.0
1.0,
,
,
,
,
,
,
4.0,
,
1.0,0.0
,
,
,
,
,
,0.0
,
,
,0.0
,
,
,
,
,
,
,
,
,1.0
,
,
,
,
,
,
,
1.0,
,0.0
,
,
,
1.0,
,
,
,
,
,
,
,
4.0,
5.0,
,
,
,
,
,
,
3.0,
,
4.0,
,
,
,1.0
,
,1.0
,0.0
,1.0
,1.0
,
,
,
,0.0
,
,0.0
,
,
,
9.0,
1.0,0.0
5.0,
,0.0
,
,
,0.0
,
,
,
,
,1.0
4.0,
,
2.0,0.0
,
4.0,
3.0,0.0
3.0,0.0
,
,
1.0,
2.0,1.0
,0.0
,
,
,
,
,
,0.0
,
,
,
,
,
,
,
,0.0
,
,
,
,0.0
,
,
,
,
,
,
2.0,
2.0,
,
2.0,
,
,
,0.0
,
,
,
4.0,
,
,
,0.0
,
,
,
,
,
,
,
,1.0
,
,
,0.0
,1.0
,
,
,
,
,
,
,
,
,
,
,
3.0,
,
,
,
,
3.0,0.0
,
,
,
,
,
,
9.0,
,
,
,
,
,
,
,
,
,
,
,
,
3.0,
,0.0
,0.0
,
,
,1.0
4.0,
,0.0
,
4.0,
,
,0.0
,
3.0,
,1.0
,
,
,
,0.0
,
2.0,
,
,
,
,0.0
1.0,
1.0,
,1.0
,
,
,
,
,
4.0,
,
4.0,0.0
3.0,
3.0,
,
,
,0.0
,
,
,
,0.0
,0.0
,
,1.0
,
,
,
,
,
,
,
4.0,
,
,
,
,
,
2.0,
,
4.0,
,
,
,0.0
,
,0.0
,
3.0,
,
,
,0.0
3.0,0.0
5.0,
,1.0
1.0,
,
,
,
,0.0
,1.0
,0.0
,
,
,
,0.0
,
,0.0
4.0,0.0
,
,0.0
,
1.0,0.0
,0.0
,
2.0,
,
4.0,
,
,
,0.0
,
,
,
,
,
,
3.0,
4.0,
3.0,0.0
,
,
4.0,
,0.0
1.0,0.0
,
,
1.0,
,
,1.0
,
,
,
,1.0
,1.0
,
,
,
4.0,
,1.0
,
,
,
,
,
,
,0.0
4.0,
6.0,
,
,0.0
,0.0
1.0,
,0.0
,
2.0,
,
,
,0.0
,
,
,0.0
,
,
,0.0
,
,
,0.0
,0.0
,0.0
,0.0
,
5.0,0.0
,
,
,
,0.0
,
2.0,0.0
,
,0.0
,
,0.0
,1.0
3.0,
,
,
,
5.0,
,0.0
,1.0
,
,0.0
,
,
3.0,
3.0,
,
5.0,0.0
,
,
,
,
2.0,
3.0,
,0.0
2.0,
,
1.0,
,
1.0,
,
,
,
,
,0.0
2.0,
,
,
4.0,
,
,
5.0,0.0
,0.0
3.0,
,
,
,
,
,
,0.0
,
1.0,
3.0,
,0.0
2.0,
3.0,
,
,
,
,
,
1.0,0.0
,
,
,
,0.0
,0.0
4.0,
3.0,
,
,
,
4.0,
,0.0
,
,
,
,
,
,
,
,
,1.0
6.0,
,
,1.0
5.0,
,
4.0,
,
1.0,
,
,
,
1.0,
10.0,
,
,
4.0,
,
5.0,
,
,
,
5.0,0.0
,
,0.0
,
,0.0
,
,
5.0,
,
2.0,
,
,
,
,
,
,0.0
,
,
,0.0
4.0,
4.0,
,
,
,
2.0,
,0.0
,
,
,
,
,0.0
1.0,
,
2.0,0.0
3.0,
,0.0
,
,
3.0,
,
,
,
,
,
,0.0
,
2.0,
,
,
,0.0
,
,0.0
3.0,
,1.0
,
1.0,1.0
,
4.0,
5.0,0.0
3.0,
,0.0
,
,
,0.0
3.0,
1.0,1.0
,0.0
,
,
4.0,
,
,
,
,
,
,0.0
,
,
4.0,
1.0,
1.0,
,
3.0,1.0
,0.0
,
,0.0
,
2.0,
6.0,
5.0,
3.0,
,0.0
,
6.0,
,0.0
,
,0.0
2.0,
,
,
,
,
,
,
,
,
,
,1.0
5.0,
,1.0
,
4.0,
,
,
,
,
,
1.0,
,0.0
,
,
14.0,
,
,
,
,
,
,
,
3.0,
,0.0
,
,
,
,
1.0,
,
,0.0
,
,0.0
,
,
,
,
,
,
,
,
,
,
,1.0
2.0,
,0.0
3.0,
,0.0
,1.0
,
,
,
3.0,0.0
,0.0
,
,
,
,1.0
,
13.0,
2.0,
,1.0
,
,
,0.0
,
,0.0
6.0,
,
,0.0
,
4.0,
,
,
,
,
,
4.0,
,
,
,
,
,0.0
,
,
,
,
,0.0
,0.0
,
1.0,
,
,
,0.0
,
4.0,
,1.0
,
1.0,
,
,
5.0,0.0
4.0,
,
1.0,
,
,
,
,0.0
,
,
,0.0
,
,
,0.0
1.0,
,
,
,
,
6.0,
,
,
,
,
2.0,
,
,
,0.0
2.0,
4.0,0.0
,
,
,
,0.0
,
3.0,0.0
,
,0.0
,
,
,
,
,
,
,
,
4.0,
4.0,
,
,
,0.0
,
,
,
,
,
,
1.0,
,
,
,
,
,1.0
,
41.0,0.0
,
,
,0.0
,
5.0,
3.0,0.0
2.0,
,
,0.0
,
3.0,
,
,1.0
,
,
2.0,
1.0,
,
,0.0
,
,
,
,
,
,0.0
,
,0.0
,
,
,
2.0,
1.0,
,
,
,
,
,
,0.0
,1.0
1.0,
,
,
,
,0.0
,
,
,
,
,
,
,
,
3.0,0.0
,
,0.0
,
,
2.0,
,1.0
,
,0.0
2.0,
,
,0.0
,
,0.0
1.0,
,
,
,
,
,
1.0,
,
2.0,
1.0,
,
,
,
,
93.0,
,
,
,0.0
3.0,0.0
,0.0
2.0,
,
,
,
,
4.0,0.0
,
,0.0
,
,
,
,
,
,
,
3.0,
,0.0
5.0,
3.0,0.0
,
,
,
,
,
,
,
,
,0.0
,
,
,
,
,
,
,0.0
2.0,
,
6.0,
,
4.0,
4.0,
,
,1.0
2.0,
,
,
,
3.0,
,
,
3.0,
,
,0.0
,
,
,
,0.0
,
,
,1.0
,
,
,
9.0,0.0
,
,
3.0,
,
,
,
,0.0
,
,0.0
,
2.0,
,
2.0,
,
3.0,
1.0,
,
,
4.0,
,
,
,
,
,
,
,
2.0,0.0
,
2.0,
,
,1.0
3.0,
,
1.0,
,
2.0,
3.0,
,
,
,
,0.0
4.0,
,
,
,0.0
,
,0.0
,
4.0,
,
,
,1.0
,0.0
,
,1.0
,
,0.0
3.0,
,
,0.0
,0.0
3.0,
,
,
,
,
,
,
,
2.0,
,
2.0,
,
,
2.0,
,
,
,
3.0,
,
,1.0
,
,
,
,
,
,0.0
,
,
,
4.0,
,
,
,0.0
,
5.0,
,
,
8.0,1.0
2.0,
,
,
,
2.0,
,
,
,
,
2.0,1.0
,
,
,
,0.0
,
,
12.0,
,
,
2.0,1.0
3.0,
,
,
3.0,0.0
,
10.0,
,
,
,
,
,
,
,0.0
,0.0
,
,
,0.0
,0.0
2.0,0.0
1.0,
,
,0.0
,
,
,
,1.0
,
,
,1.0
,0.0
3.0,
,
,
,
3.0,
,0.0
,
3.0,0.0
3.0,
,
3.0,1.0
,
,
,
,
,
1.0,
,
,
3.0,
,
,
,
3.0,
,0.0
,
,1.0
,
,
,
,
,
,
,
,
,
,0.0
,
3.0,0.0
,
,
4.0,0.0
,
,1.0
,0.0
,0.0
,
,
,
4.0,
2.0,
,
,
,
,
,
,
,0.0
,
,
1.0,
,
,
3.0,
5.0,
,0.0
,
3.0,
,
,
2.0,
,
3.0,
,
,0.0
,
,
,
5.0,
,
,
,
4.0,
,
,
,
,1.0
,
,0.0
,
,
,
2.0,
,
,
,
,
,
1.0,0.0
,
,
,0.0
,
,0.0
2.0,
,
,
,
,
,
5.0,0.0
,
4.0,0.0
,1.0
,
,
,0.0
,
,
4.0,
,
,
2.0,
,
,1.0
,
,1.0
,
,
,
3.0,
,
,
,0.0
,
,
,
,0.0
,1.0
,
,0.0
3.0,
,
,
,
,
,
4.0,
,
8.0,0.0
2.0,
,
,
,
,
,
,
,
,
,0.0
,
,
,
4.0,
,
,0.0
,
,
,
3.0,
,
,
3.0,
,
,
,0.0
1.0,
,0.0
,0.0
,
,
,
,1.0
,
,0.0
,
,
,0.0
,
,
,
,
,
13.0,
,
,
3.0,
,0.0
,
,
,
,
,
,
,
,0.0
,
,
,
,
,
,0.0
,
,
4.0,
,
,
4.0,
,
,1.0
,
,
,0.0
,
2.0,
,
1.0,
,
,
5.0,
,
,
,
3.0,
,
,0.0
,1.0
,
,
,
,
,0.0
5.0,
,
,
,1.0
,
2.0,
,0.0
,0.0
,
,1.0
,
,
2.0,0.0
,
,0.0
,
2.0,1.0
,
,
,
,
,
,
,
,
,
,
,0.0
,
,
,0.0
,
,
,
,
,
,0.0
1.0,
,0.0
,
,0.0
,
9.0,
,
,
,
3.0,
3.0,
,
,
,0.0
,
5.0,
2.0,
1.0,0.0
,
,
2.0,
,
,
,0.0
,
,0.0
,
,1.0
,0.0
2.0,
,
,0.0
4.0,1.0
,
,
,
,
,
,
,
,
,
3.0,
,
,
,
,
4.0,
,
,
,
,0.0
,0.0
,
4.0,
,
,
,
,
,
,
,
,
,
,0.0
,
,
,
,0.0
,0.0
,
,
2.0,
,
,
,
,1.0
,
,
,
,1.0
,
4.0,
,0.0
,
,0.0
,1.0
,
,
,
1.0,
,
,
,
,
3.0,0.0
4.0,
,0.0
,
,
,
,0.0
,
,
,
,0.0
,
,
,
,0.0
,
,
,
,
4.0,
3.0,0.0
,
,
,
,
,0.0
3.0,
,0.0
4.0,
,
,0.0
,
,
,
,
,
,
4.0,0.0
,0.0
,
,
,
,
,
1.0,
,
,
,
,0.0
,
2.0,
,
,
,
,0.0
,
,
,
,
,
,
,
,
,
3.0,
,
,
,
,0.0
,
,
,
,
,0.0
,
,
,
4.0,1.0
3.0,
,
,
1.0,
,
,
,
4.0,1.0
,0.0
3.0,
8.0,0.0
,
,
,
,
,0.0
,
,
,
,
,0.0
,
,
,
,
,
,
,1.0
,
,
,
,
,
,
,
,
,
,0.0
,
,
,
2.0,
,1.0
,
,
,
4.0,
,
,
,0.0
,
,
,0.0
,
1.0,
,
10.0,
,0.0
,0.0
,
2.0,
,
,
,
,
,
4.0,
,
,
,
,
,
,
,
,
1.0,
,0.0
,
,
8.0,0.0
3.0,
,
,
,
,
,0.0
,
,0.0
,
,
,0.0
,
,
,0.0
,
,
3.0,1.0
,
2.0,
,
,0.0
,0.0
,
,
,
3.0,
,
,1.0
,1.0
,
3.0,
,
3.0,
,
,
,
,
1.0,
,0.0
,
,
2.0,
4.0,
,
,0.0
1.0,
,
2.0,
,
,0.0
3.0,0.0
1.0,0.0
,
,
,
4.0,
1.0,
,0.0
,
,
,
1.0,1.0
4.0,0.0
3.0,0.0
,
2.0,
2.0,
,
9.0,
,
,
,
4.0,
,
3.0,
,
,
,
,
,
,
,
,
,
,
,
,0.0
4.0,
,
,0.0
,
4.0,0.0
1.0,
,
,
,
,
4.0,
,
,0.0
,1.0
,
2.0,
3.0,
,1.0
,0.0
,
,
,0.0
,0.0
,0.0
,
,
2.0,
,
,
1.0,
,
,
,1.0
,
,0.0
,0.0
,0.0
,
,
,
,
,
,
3.0,
2.0,
,
,
,0.0
,
4.0,
,
,
4.0,
6.0,
,
,0.0
,0.0
4.0,
,
,0.0
,
4.0,
,
,
4.0,0.0
,
,
,
4.0,
,0.0
,
,
,1.0
,
,
,
,
,
,
,
,
1.0,
,
,
,
2.0,
,
,
,
,
,0.0
,
,
4.0,
,
,0.0
,
,
,
2.0,
,0.0
,
1.0,
,
,0.0
,0.0
,
3.0,
5.0,
,
,
,
,
,
,
,0.0
,
,
,
,
3.0,
2.0,
,1.0
,
,
,0.0
4.0,
,0.0
,
3.0,
,0.0
,
,
,
,
,
4.0,
,
,
,
,
,
,1.0
,
2.0,
,
,
,
,
,0.0
,
,
,0.0
,
,
,
,
,
,
,
,
,
5.0,
3.0,
,
,
3.0,0.0
,
,
5.0,
,
2.0,
,
,0.0
,
,
,
,
,
1.0,
,
1.0,
,
,
2.0,
,1.0
,
,
,
2.0,
,
,
,
,
,
1.0,
2.0,
,
,
,
4.0,
,
,
3.0,
,
,0.0
,0.0
,0.0
,0.0
,0.0
,1.0
,0.0
,
,
,
,
3.0,0.0
,
,
,0.0
4.0,
,
,
,
,
,
,
,
3.0,
,
,1.0
,0.0
,
1.0,
,
,
,0.0
3.0,
,
,
,
,
,
,
,
1.0,
,0.0
,
,1.0
2.0,
3.0,0.0
4.0,1.0
,
,
,
4.0,0.0
,
,
,1.0
,
2.0,
,
,
,
4.0,0.0
,
,
4.0,0.0
2.0,
,
,1.0
,0.0
,1.0
3.0,
,1.0
,1.0
,
,
,
2.0,
1.0,
,
4.0,0.0
,
,
,
,
,
,
,
,
,0.0
,
,
,
4.0,
,
,
,
,
,
,
,
,
,
,
,
4.0,
3.0,
1.0,
,
,
,0.0
,0.0
,
,
,
19.0,0.0
,0.0
,
,
6.0,
,
,0.0
3.0,0.0
,
,0.0
,
,
,
,
,
,0.0
,
,
,
,
4.0,
,
,
,
,
,
4.0,
,0.0
,
,
,
3.0,
3.0,
10.0,
,0.0
,0.0
,0.0
,
,
,
,
,
,
,
,
,
,
,0.0
,
,
,
2.0,
3.0,
,0.0
,
,
